0	0	3
1	100	3
2	130645.962516	3
3	87195.5153416	3
4	57002.758151	3
5	43871.715429	3
6	32189.0041615	3
7	26127.5239104	3
8	22169.4102081	3
9	18745.0113571	3
10	17616.2292654	3
11	16188.8105073	3
12	15716.6949052	3
13	15436.7594926	3
14	15215.1274924	3
15	14975.1475873	3
16	14968.5559136	3
17	14932.3017081	3
18	14938.8933818	3
19	14932.3017081	3
20	14889.0503637	3
21	14885.7545268	3
22	14885.7545268	3
23	14885.7545268	3
24	14885.7545268	3
25	14885.7545268	3
26	14885.7545268	3
27	14889.0503637	3
28	14885.7545268	3
29	14885.7545268	3
30	14889.8612939	3
31	14889.8612939	3
32	14889.8612939	3
33	14893.1571308	3
34	14893.1571308	3
35	14893.1571308	3
36	14899.7488045	3
37	14899.7488045	3
38	14903.8555716	3
39	14907.1514084	3
40	14900.5597347	3
41	14900.5597347	3
42	14893.968061	3
43	14893.968061	3
44	14893.968061	3
45	14893.968061	3
46	14893.968061	3
47	14890.6722241	3
48	14890.6722241	3
49	14890.6722241	3
50	14890.6722241	3
51	14890.6722241	3
