582,1,657,582
332,1,736,332
132,1,651,132
464,1,431,464
10,0,775,10
511,1,478,511
331,1,9,331
559,2,322,559
28,2,351,28
191,2,123,191
69,0,348,69
262,0,137,262
541,2,920,541
327,1,5,327
564,2,943,564
509,1,555,509
220,2,152,220
474,1,441,474
147,0,267,147
296,1,431,296
78,0,198,78
342,1,20,342
548,2,927,548
590,1,660,590
281,1,707,281
452,1,419,452
552,2,952,552
377,0,11,377
523,1,495,523
535,2,935,535
311,1,674,311
532,2,932,532
99,0,219,99
129,2,742,129
7,1,580,7
34,1,979,34
597,1,203,597
91,0,4,91
174,1,603,174
328,2,419,328
22,1,849,22
314,1,378,314
100,0,220,100
74,0,194,74
610,2,337,610
127,0,661,127
68,0,347,68
20,0,179,20
258,1,284,258
218,2,171,218
249,1,275,249
14,1,959,14
380,0,14,380
283,1,709,283
108,1,607,108
396,2,113,396
13,1,958,13
384,0,18,384
300,1,726,300
326,1,4,326
379,2,469,379
515,1,482,515
77,0,197,77
289,1,715,289
44,2,559,44
309,1,735,309
395,0,29,395
4,1,949,4
273,2,199,273
