497,0,1467,497
389,0,23,389
510,0,1324,510
148,0,268,148
346,0,705,346
494,0,1308,494
5,0,1917,5
66,0,609,66
15,0,1891,15
232,0,975,232
26,0,1938,26
268,0,1297,268
87,0,207,87
316,0,1745,316
106,0,226,106
397,0,31,397
495,0,1335,495
111,0,231,111
421,0,55,421
203,1,38,203
556,1,935,556
457,0,91,457
150,0,270,150
257,0,1000,257
124,0,244,124
293,0,1686,293
279,0,1708,279
436,0,70,436
502,0,1472,502
179,0,1455,179
608,1,430,608
205,1,111,205
154,0,274,154
423,0,57,423
35,0,1827,35
593,1,377,593
241,0,984,241
18,0,1930,18
398,0,32,398
372,0,6,372
575,1,397,575
496,0,1310,496
171,0,1603,171
267,0,1166,267
607,1,391,607
136,0,256,136
569,1,922,569
59,0,602,59
33,0,1981,33
514,0,1328,514
581,1,138,581
272,0,1135,272
84,0,204,84
43,0,1955,43
157,0,1459,157
91,0,211,91
546,1,562,546
89,0,209,89
589,1,373,589
505,0,1345,505
243,0,1106,243
188,0,1464,188
367,0,1,367
415,0,49,415
192,1,124,192
72,0,192,72
407,0,41,407
580,1,326,580
533,1,912,533
435,0,69,435
576,1,929,576
303,0,1576,303
277,0,1706,277
606,1,260,606
40,0,1952,40
530,1,883,530
380,0,14,380
93,0,213,93
102,0,222,102
542,1,520,542
221,0,1250,221
507,0,371,507
219,1,125,219
591,1,375,591
200,1,132,200
344,0,895,344
105,0,225,105
566,1,312,566
73,0,193,73
23,0,1971,23
543,1,922,543
347,0,862,347
315,0,1744,315
58,0,601,58
83,0,203,83
230,0,1093,230
101,0,221,101
499,0,1339,499
138,0,258,138
329,0,1010,329
403,0,37,403
151,0,271,151
577,1,399,577
337,0,696,337
158,0,1460,158
350,0,709,350
416,0,50,416
53,0,596,53
76,0,196,76
160,0,1592,160
368,0,2,368
234,0,1263,234
463,0,1433,463
429,0,63,429
340,0,735,340
239,0,982,239
275,0,984,275
50,0,593,50
47,0,608,47
237,0,980,237
440,0,74,440
371,0,5,371
374,0,8,374
487,0,1457,487
54,0,597,54
524,0,1494,524
284,0,1583,284
563,1,347,563
333,0,692,333
424,0,58,424
393,0,27,393
45,0,1993,45
96,0,216,96
561,1,307,561
405,0,39,405
212,1,118,212
135,0,255,135
256,0,1285,256
31,0,1979,31
490,0,1304,490
298,0,1597,298
190,1,122,190
182,0,1458,182
57,0,600,57
573,1,319,573
512,0,1326,512
354,0,905,354
596,1,418,596
27,0,1939,27
128,0,248,128
404,0,38,404
513,0,1483,513
560,1,768,560
386,0,20,386
462,0,1432,462
498,0,1432,498
209,1,141,209
248,0,1111,248
430,0,64,430
523,0,1493,523
411,0,45,411
244,0,1143,244
382,0,16,382
321,0,716,321
255,0,998,255
585,1,407,585
169,0,1471,169
163,0,1595,163
338,0,697,338
11,0,1887,11
213,1,145,213
175,0,1607,175
276,0,1705,276
579,1,401,579
466,0,1436,466
418,0,52,418
97,0,217,97
317,0,1616,317
558,1,937,558
302,0,1575,302
503,0,1317,503
468,0,1308,468
24,0,1936,24
574,1,320,574
271,0,1170,271
504,0,1474,504
184,0,1460,184
201,1,107,201
131,0,251,131
130,0,250,130
81,0,201,81
42,0,549,42
187,0,1489,187
373,0,7,373
480,0,1294,480
410,0,44,410
438,0,72,438
278,0,1707,278
377,0,11,377
360,0,911,360
485,0,1455,485
471,0,1311,471
473,0,1443,473
335,0,694,335
177,0,1609,177
391,0,25,391
394,0,28,394
113,0,233,113
358,0,753,358
420,0,54,420
199,1,131,199
355,0,750,355
568,1,776,568
149,0,269,149
286,0,1679,286
36,0,1948,36
422,0,56,422
432,0,66,432
259,0,1122,259
194,1,126,194
357,0,908,357
214,1,146,214
140,0,260,140
236,0,1135,236
456,0,90,456
439,0,73,439
141,0,261,141
611,1,395,611
299,0,1572,299
323,0,718,323
319,0,1618,319
245,0,1274,245
208,1,114,208
32,0,1850,32
528,1,650,528
254,0,1283,254
600,1,422,600
250,0,1279,250
486,0,1300,486
251,0,1280,251
64,0,607,64
156,0,1458,156
414,0,48,414
586,1,370,586
60,0,603,60
595,1,417,595
461,0,1301,461
240,0,947,240
134,0,254,134
525,0,1495,525
553,1,531,553
285,0,1678,285
538,1,622,538
103,0,223,103
376,0,10,376
217,0,1116,217
565,1,387,565
304,0,1577,304
531,1,615,531
295,0,1724,295
266,0,1165,266
152,0,272,152
467,0,1401,467
594,1,416,594
325,0,720,325
162,0,1438,162
520,0,1360,520
228,0,1091,228
86,0,206,86
153,0,273,153
547,1,487,547
361,0,1042,361
52,0,613,52
88,0,208,88
82,0,202,82
539,1,623,539
491,0,1331,491
114,0,234,114
70,0,190,70
363,0,1044,363
310,0,1739,310
308,0,1581,308
612,1,266,612
270,0,1299,270
71,0,191,71
